count.C1,count.C2,count.C3,count.T1,count.T2,count.T3
422,267,208,288,361,319
7475,5978,5306,4989,5227,4643
13450,11338,10613,10687,10353,9365
24,37,19,39,64,32
287,262,278,347,409,342
1035,808,801,653,860,733
7389,6061,5788,5404,5682,5578
28,16,21,33,39,46
0,0,13,45,19,32
121,52,44,67,71,45
10,0,8,0,32,27
1216,828,866,1283,1297,1086
2062,1697,1287,1813,1996,1896
4392,3617,3430,4569,4764,4630
0,0,13,12,14,7
11155,9045,8101,9392,10014,8949
0,4,0,4,12,0
224,178,176,193,166,150
622,424,647,557,577,491
0,0,4,0,0,0
5282,3967,3752,5468,5807,5564
9416,8425,7320,7328,7371,7071
0,2,2,0,0,0
11,12,11,35,19,34
6454,5274,4978,6069,6420,5459
0,4,7,0,0,0
18,12,8,36,19,16
21717,18423,15552,17859,17804,17083
7737,6010,5978,12928,13576,12064
22175,19344,17505,17736,17220,15903
22520,18903,17166,16497,16255,15347
274,208,176,378,367,279
3301,2652,2393,2801,2794,2645
13291,11413,10170,9495,9340,8560
77,40,42,79,46,67
636,552,484,964,1311,1105
658,533,479,702,939,911
819,902,561,2142,1590,1973
19,7,10,0,7,17
11,11,6,0,4,0
3812,3055,2686,2619,3057,2813
63,66,58,24,50,34
0,0,0,1,0,0
14544,11617,11252,12476,13205,12106
5448,4049,3968,3606,3597,3386
3037,2273,2074,2178,2326,2346
1100,960,847,1854,1894,1560
82,95,91,84,79,79
14,11,0,10,0,0
29618,24345,22350,22069,21488,20941
50272,43293,40627,41656,38786,37279
0,0,0,0,0,10
8,16,22,25,11,5
2009,1688,1585,2533,2736,2583
369,531,353,471,279,548
6373,5195,4848,6659,6883,6209
531,461,545,504,430,448
4054,3610,3159,4665,5186,4615
814,514,529,1168,1146,1288
55145,49143,42251,57535,59122,54459
1,0,0,18,2,2
75,63,57,92,57,69
5,0,0,5,6,5
4411,3836,3401,3827,3626,3718
8,20,11,24,14,15
17,5,0,0,0,0
248,229,164,182,240,154
0,4,0,0,0,0
7,0,2,1,3,0
9933,7778,7655,7517,7402,7049
1198,965,1034,1183,1107,1151
9342,7757,6597,6830,6895,7061
12236,10000,10254,6346,6299,5504
0,0,1,2,0,0
16738,14826,12916,14982,14764,13880
1492,1372,1086,1736,2031,1845
99,50,68,68,67,41
4988,4661,4357,4317,4385,4140
4,4,12,16,11,4
25,19,18,13,11,9
470,454,287,610,558,544
20588,17332,15998,14968,15394,14415
53145,44399,38734,47424,47478,43144
2810,2334,2156,2578,2983,2528
0,7,0,0,0,0
973,724,608,1045,1185,1020
319,283,213,361,560,496
5,2,0,0,2,11
5,0,0,0,0,0
20,33,25,36,0,7
160,162,86,230,275,180
8016,6975,6155,7341,7544,6920
121,61,50,120,110,92
23,34,18,168,191,41
632,465,418,1332,1254,1158
2205,1983,1836,1674,1567,1534
0,5,6,0,0,0
108686,86393,77938,113220,116969,108664
523,526,478,1168,1277,1051
4543,3517,3214,4514,4939,4608
4,4,0,0,0,0
1793,1514,1439,1858,1818,1721
29,40,39,26,22,42
6,0,0,5,6,16
17,8,0,40,37,4
0,4,0,0,0,0
0,4,15,18,9,7
0,0,8,0,0,0
13761,11539,10324,7673,7891,7467
16,19,5,50,45,43
2959,2488,2385,4632,4611,4208
107,42,78,79,34,22
472,364,345,557,613,512
0,0,0,2,2,0
0,0,0,2,2,0
6,4,15,27,16,9
0,0,0,0,0,11
9085,7786,6429,6914,6855,6440
827,384,492,838,1026,703
48,50,43,68,21,38
641,538,545,764,922,770
2444,1802,1890,1729,1699,1779
55,43,72,79,133,97
10,0,0,0,0,4
0,0,1,0,0,0
94,40,49,192,310,172
6,0,0,0,0,0
2019,1681,1492,1530,1483,1487
1,0,0,0,2,0
154,150,126,146,163,107
21,20,33,40,54,27
170,110,108,224,144,224
2,0,2,3,2,2
1797,1549,1430,1359,1826,1644
0,0,0,0,0,4
22,88,13,23,3,14
129,78,95,74,84,88
6329,5027,4540,7485,7755,6943
31809,26717,24965,22994,22472,21086
2242,1678,1510,2204,2293,1885
913,924,780,1026,1165,1367
1213,933,864,1320,1024,1318
29,23,0,12,53,22
0,6,0,0,4,7
0,7,12,4,0,8
172,114,143,127,125,141
97,50,56,6,8,8
2829,2097,2040,2723,3586,2502
5,0,12,0,0,12
0,0,0,0,4,0
12,10,0,4,6,0
196,212,16,319,323,298
1847,1647,1485,1260,1578,1560
298,174,186,404,497,351
4,0,0,8,0,0
5,1,0,5,22,40
0,0,5,0,0,0
433,387,230,203,242,332
98,76,58,88,69,44
62,44,55,56,68,33
1369,1009,1133,1592,1575,1463
97,58,34,78,83,113
0,0,0,0,0,8
437,290,292,491,612,391
342,329,333,473,409,337
342,318,342,388,331,493
0,0,0,0,6,0
0,0,4,0,0,0
0,4,12,20,10,8
0,0,4,0,4,0
4,7,8,0,0,4
20,13,0,0,0,0
28,32,4,14,23,23
848,701,552,1287,1385,1160
963,927,706,1145,1132,1020
12,22,32,6,11,19
4,0,0,0,0,0
10,0,13,7,10,29
0,0,12,0,0,0
57,39,31,67,77,53
106,104,91,44,122,77
0,0,14,8,8,10
4585,4118,3702,4304,4541,4164
13,4,8,4,13,21
1856,1819,1458,1896,2056,1938
265,181,150,128,156,123
4,0,0,0,0,0
11,0,0,5,29,14
85,68,33,55,41,41
34,36,22,4,0,8
0,0,0,2,0,0
0,0,0,0,4,0
0,8,0,4,6,6
0,0,0,0,6,8
0,0,4,8,18,12
463,311,408,655,929,805
1590,947,1120,1116,1370,1247
19,0,0,0,8,8
3506,2885,2750,2658,2836,2468
0,1,0,0,4,1
1,2,7,10,2,3
1139,795,830,885,901,876
0,3,0,11,2,5
394,313,337,655,609,549
2779,1969,1988,2555,2823,2456
24,17,15,21,26,29
221,114,89,222,232,166
1402,1167,1066,1632,1742,1377
3011,2534,2286,2398,2511,2386
12,27,37,35,7,10
339,837,337,1318,1536,1672
159,145,124,188,170,162
0,0,0,0,1,0
10422,9440,7743,7270,7660,7226
841,672,624,1112,1320,978
735,505,453,1037,1060,992
0,3,4,4,0,6
91,81,88,97,37,78
2,0,0,0,0,4
4,0,8,24,0,16
0,0,0,10,12,22
5602,4279,4280,7280,9465,7522
3,2,1,11,5,4
163,174,147,316,376,273
3316,2497,2751,4337,4444,3854
0,0,0,0,2,0
3508,3232,2898,2767,2657,2534
13402,9967,10298,14140,17687,14958
11835,9676,8319,9807,10190,7898
6923,5453,5207,5153,5128,5490
16,8,0,0,0,15
204,150,136,166,140,182
380,327,387,236,268,240
103,171,93,123,165,121
2479,1829,1743,2738,4064,3009
0,4,0,0,0,0
0,0,0,0,2,0
1277,965,1017,1320,1413,1386
1524,1455,1479,1698,1646,1561
32,33,64,56,46,63
288,195,152,765,958,878
7838,6691,6193,5518,5921,4825
21,0,0,7,34,6
579,483,349,490,549,542
0,0,4,0,0,4
5,0,10,16,0,2
774,693,579,1261,1273,1168
13371,11057,10288,10787,11378,10052
373,197,216,446,649,487
30914,23703,26471,39620,44619,39425
573,314,481,433,431,462
1,1,1,0,1,1
251,221,114,196,150,217
273,254,228,347,478,455
125,81,98,98,127,101
2148,377,496,2103,1671,1823
597,419,502,480,613,525
1245,1129,1254,1263,960,1102
0,0,1,1,0,0
21376,15791,16038,24221,26529,22460
1432,1082,1190,1706,1824,1865
1,1,7,7,0,12
0,0,6,0,0,0
179,165,160,328,313,194
0,0,0,0,0,1
10865,8884,9585,9356,9215,8806
67,37,29,26,58,29
7,0,9,49,37,24
0,0,0,4,4,0
2705,2072,1997,3049,3342,2672
0,0,0,0,0,13
5,16,189,170,0,13
0,12,0,0,0,0
507,415,257,635,570,546
8,0,4,44,94,82
1479,1227,1172,1664,1667,1533
0,0,4,0,0,0
604,303,329,551,417,421
815,607,657,607,573,547
77,58,36,124,137,163
34,17,19,29,32,28
579,460,398,732,795,643
53,124,51,83,121,81
4831,3740,3751,4146,4860,4124
2294,2162,1747,2136,1880,1812
79,13,47,72,46,16
504,317,233,301,344,314
2033,2357,2353,3512,3030,3437
0,0,11,17,36,16
1302,1045,868,1681,2302,1954
182,166,180,317,296,323
6088,4985,5127,11215,13067,11330
112,95,127,167,187,125
26,41,27,33,41,29
27,19,6,23,36,25
4,3,0,0,3,0
130,100,130,183,157,264
520,376,342,601,646,509
11,14,9,6,22,0
31,17,19,0,42,16
12,20,3,19,16,14
0,0,3,0,0,0
32,16,17,14,22,12
39,28,27,32,10,56
0,0,0,5,0,0
15,12,17,44,59,52
598,451,434,171,238,270
14,11,25,10,28,24
24,23,7,18,5,6
4,0,4,0,4,8
12,12,3,10,10,7
3,0,2,3,6,4
0,4,4,0,8,5
428,422,332,577,529,490
0,0,6,0,0,0
0,2,0,0,0,0
0,0,4,0,0,0
2817,2587,2243,2076,2104,2260
64,87,33,96,75,55
171,197,139,325,335,212
47,38,29,91,117,77
0,0,0,6,4,4
26,26,27,47,77,79
15773,13353,11656,15299,14972,13061
14,4,6,10,2,5
0,1,1,1,1,0
39,28,17,85,109,120
0,0,0,0,4,0
1566,1437,1395,1080,1003,990
634,598,571,683,783,841
0,0,3,0,0,0
5,0,0,0,0,0
0,0,0,10,0,4
0,4,0,0,8,0
11999,9212,8963,8475,8553,7930
0,0,0,0,5,0
0,0,4,0,0,0
35,29,35,64,40,38
0,0,0,0,4,0
441,259,267,590,655,644
1,0,1,1,3,2
11,0,0,0,19,0
0,0,0,0,8,2
51,36,32,74,116,93
8,10,19,10,11,18
38,43,32,34,67,56
4,4,9,0,0,0
1953,1464,1641,2429,2892,2648
0,0,0,0,0,2
85,82,52,104,94,59
0,11,9,1,13,5
7,0,0,0,0,0
0,0,0,0,0,8
17,34,25,7,33,2
0,3,3,0,7,22
528,435,390,502,455,627
0,3,0,0,0,12
8,13,4,16,15,20
24,22,32,29,41,28
70,102,71,104,122,139
8294,7139,6173,8488,8727,8041
27,79,65,66,65,57
0,4,0,3,4,0
114,111,80,120,105,117
4824,3304,3383,5306,5861,5135
3,4,0,8,38,0
79651,67909,62642,79506,85688,75631
5020,3919,3834,4858,5365,4679
356,367,278,430,656,567
176,79,109,176,174,180
3172,2426,2502,1672,2022,1933
0,0,0,0,8,0
0,4,0,0,0,0
19,4,12,12,20,0
6721,5246,4976,9298,11371,9740
124,114,124,160,253,188
2653,1826,1839,2821,2875,2653
1084,887,828,949,1002,866
1465,1083,1189,1588,1806,1542
0,0,0,0,4,0
3,0,3,0,1,0
0,0,0,0,4,2
2,2,2,2,3,3
0,0,0,1,0,0
0,0,0,0,0,3
1,2,2,2,3,3
1,1,1,1,1,1
2,2,0,3,2,2
1,1,1,1,1,1
5,1,2,5,4,0
0,0,0,0,1,0
1,1,1,1,1,1
1,0,0,2,0,0
1,1,1,1,1,1
1,1,1,0,0,1
4,2,1,4,2,3
1,0,0,1,1,1
0,0,0,3,0,0
5,4,5,6,12,3
5,5,0,7,3,2
7,4,3,15,8,12
1,0,0,0,0,0
0,0,0,3,0,0
0,0,2,0,0,0
0,2,0,0,0,0
1,1,0,0,0,0
0,1,0,0,3,0
0,1,0,1,1,1
1,0,3,0,2,4
0,0,0,0,3,0
3,0,0,0,6,0
0,2,2,3,3,0
1,0,0,0,0,0
1,1,1,1,1,1
0,0,0,1,0,0
1,1,1,1,1,1
0,0,1,1,1,1
0,0,2,0,0,0
0,0,1,1,1,0
16,8,10,8,7,24
0,0,0,2,2,0
0,1,0,0,0,0
1,4,2,0,0,0
0,0,6,3,0,0
1,0,0,2,1,0
8,4,2,4,2,3
3,1,0,5,2,4
1,0,0,0,0,0
9,11,7,3,6,14
0,0,1,0,0,4
1,1,1,1,1,1
3,2,5,2,1,1
1,2,2,2,2,3
0,0,0,0,2,0
0,0,0,0,2,0
8,3,4,2,2,2
0,0,0,0,0,3
0,0,0,0,4,1
1,0,0,6,0,0
1,1,1,1,1,1
1,1,1,1,1,0
2,4,2,3,2,2
2,3,0,1,2,0
0,0,1,0,15,0
0,0,2,0,3,0
2,0,0,0,1,0
1,1,1,1,1,1
22,11,16,13,14,19
0,0,0,0,3,0
2,0,0,0,0,0
0,1,0,0,4,0
0,0,1,0,0,0
2,0,0,0,0,2
0,1,0,1,0,0
7,7,9,9,5,12
8,2,9,7,10,8
10,11,9,17,5,13
0,0,2,0,0,0
0,0,0,0,2,0
1,1,1,1,1,1
7,8,3,6,7,18
1,2,5,1,2,2
0,0,0,0,2,0
0,0,0,1,3,1
0,0,0,0,2,0
2,0,1,2,1,2
0,0,0,1,0,0
2,5,3,1,4,1
5,1,2,7,3,6
2,1,1,1,1,5
3,1,1,3,2,9
0,0,2,0,0,0
0,0,0,1,0,0
1,0,0,0,0,0
4,1,4,9,7,1
1,1,1,1,1,1
1,0,0,1,0,4
1,5,0,3,1,4
0,0,0,2,0,1
1,1,1,1,1,1
0,0,3,0,0,0
0,0,1,3,1,0
1,1,1,0,1,2
2,1,3,1,1,1
1,0,0,2,2,4
3,1,5,1,0,1
1,1,1,1,1,1
2,0,0,0,2,0
0,0,0,0,2,0
0,0,0,0,0,3
0,0,0,0,2,0
13,7,9,15,24,18
0,0,0,3,1,7
0,0,0,0,0,1
0,0,0,0,3,0
6,5,1,9,8,6
1,1,1,1,1,1
3,1,0,1,0,0
3,5,5,5,12,3
18,1,1,1,1,1
0,0,2,0,0,0
3,0,0,0,0,0
0,0,0,0,3,0
4,2,0,5,5,9
0,0,0,0,2,4
0,1,1,1,1,1
1,3,5,4,5,0
1,1,1,1,1,1
0,0,0,0,1,0
1,1,1,1,1,1
2,0,0,0,0,0
1,1,1,1,1,1
0,0,1,0,0,0
1,1,1,1,1,1
1,1,0,1,0,1
7,2,3,0,5,0
0,0,0,1,2,6
2,0,0,2,0,0
1,1,1,1,1,1
1,1,1,1,1,1
0,0,0,2,1,1
0,0,4,0,0,0
4,1,0,5,0,1
0,1,0,4,3,1
0,0,0,0,2,0
12,9,14,5,8,10
5,1,1,2,3,0
0,3,0,0,2,0
0,0,0,7,6,1
1,1,1,1,1,1
6,0,1,3,0,0
6,4,6,2,0,0
0,0,2,0,0,0
0,3,0,0,0,5
0,0,1,0,0,0
0,0,1,3,0,2
1,0,2,0,0,0
2,0,0,2,1,2
0,0,0,1,0,0
1,1,1,1,1,1
1,1,1,1,1,1
0,0,0,1,0,1
1,0,0,1,1,1
0,0,0,0,0,2
6,1,5,2,4,7
1,1,1,1,1,1
6,5,8,3,6,5
0,0,0,2,0,3
0,0,1,1,1,0
0,0,0,0,1,0
1,1,1,2,0,1
0,2,0,0,0,0
1,1,1,1,1,1
2,3,4,2,4,0
2,0,0,0,0,0
0,0,0,0,2,1
0,0,0,0,3,0
1,0,1,2,0,0
2,3,1,1,0,0
1,1,1,1,1,1
0,0,1,0,2,0
1,5,0,7,1,2
2,0,4,0,6,8
0,0,0,0,3,2
0,0,0,2,0,0
0,0,0,0,2,0
0,1,2,1,0,2
2,0,2,0,3,0
0,1,2,3,1,3
0,0,0,0,0,2
1,0,0,0,0,0
0,0,0,0,7,2
3,1,5,0,4,0
1,1,1,1,1,1
0,0,2,0,2,0
1,0,0,0,0,0
0,0,0,0,0,1
2,1,3,1,1,7
5,5,6,12,7,3
1,0,0,0,0,0
1,1,1,1,1,1
0,2,0,0,1,0
1,1,1,1,1,1
2,4,5,7,3,6
4,0,0,0,0,0
0,0,0,1,0,0
1,1,1,1,1,1
0,0,0,1,1,0
0,0,0,0,0,2
0,0,0,0,0,1
2,0,0,5,0,0
1,1,1,1,1,1
28,6,13,17,7,15
2,2,5,2,2,0
0,0,1,0,0,0
2,2,2,1,0,1
0,1,0,0,0,0
1,0,3,2,2,0
0,0,0,0,0,2
5,1,0,4,2,2
0,0,2,3,0,2
1,1,1,2,1,1
1,0,1,1,4,0
2,0,2,0,2,0
1,1,0,1,3,1
9,9,7,21,14,13
2,1,0,2,6,3
22,22,16,24,25,17
0,0,0,0,0,1
26,12,12,40,37,48
20,23,25,49,25,30
3,0,1,0,0,0
0,0,0,1,0,0
0,0,0,0,0,1
0,1,0,0,1,0
0,0,0,0,2,0
0,1,2,0,1,4
0,0,0,1,0,0
2,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,1,0
0,0,4,0,4,1
1,0,0,0,2,3
1,0,1,0,0,1
0,0,0,0,1,0
8,3,3,9,6,5
1,1,5,6,3,9
0,0,0,2,0,2
0,0,0,1,0,0
17,7,9,21,11,18
1,1,1,1,1,2
0,0,7,0,0,0
1,1,3,0,1,0
0,0,0,1,0,0
0,0,1,0,0,0
1,0,0,0,0,0
2,0,0,1,0,0
11,0,3,9,12,7
2,2,1,4,3,1
0,0,0,1,0,0
0,0,0,1,0,0
0,0,1,0,0,0
0,0,1,3,0,5
10,5,5,7,13,12
0,1,0,0,0,0
0,0,0,1,0,1
60,34,11,55,59,27
2,1,1,0,0,0
0,0,0,1,0,0
0,0,0,0,3,0
0,0,0,1,1,0
11,7,2,8,5,3
0,0,0,0,0,2
2,1,3,4,2,3
0,1,0,0,0,0
0,0,2,0,2,0
0,0,1,0,0,0
0,0,0,0,2,0
0,0,1,0,0,1
1,0,0,2,1,0
86,80,82,162,145,146
1,2,0,0,0,0
0,0,0,0,2,0
0,0,0,1,0,0
0,0,3,0,0,1
0,0,0,1,0,1
1,0,0,0,0,0
1,1,0,0,1,1
0,14,4,0,0,0
2,0,2,2,4,6
1,3,1,1,1,1
0,0,1,0,0,0
9,8,5,16,13,7
1,1,0,1,0,1
0,0,0,0,2,1
0,0,0,0,3,0
2,0,0,0,1,0
0,0,0,0,1,0
1,0,0,1,2,1
0,5,0,3,3,0
6,3,0,4,0,3
1,1,0,1,1,1
22,16,12,25,29,28
2,0,0,0,0,0
5,8,6,3,6,4
2,2,1,2,0,1
0,0,0,6,0,3
16,12,9,22,20,39
1,1,1,1,1,1
2,2,0,3,2,3
5,7,2,2,10,11
4320,2672,2796,2928,2934,2404
1,1,1,1,1,1
25,20,9,22,27,26
1,1,1,1,1,1
1,5,2,0,1,0
1,2,2,1,2,2
289,233,226,429,496,397
192,173,154,171,193,160
205509,138689,139224,507657,575867,475029
261,179,171,178,200,167
203,153,142,146,160,131
231,164,169,153,155,142
40,20,37,40,34,32
4034,2955,2887,1831,1792,1590
6817,4888,4807,2982,2934,2622
4025,3094,2920,1863,1921,1766
4733,3712,3642,2170,2196,1987
4850,3419,3315,3149,3499,2955
239,157,173,89,103,92
153,114,159,167,200,165
513,552,802,805,1008,765
312,330,431,515,590,448
378,392,655,480,592,481
0,0,0,4,0,0
406,429,691,539,629,513
404,444,707,589,682,532
464,414,399,246,306,224
186,166,262,209,202,149
1000,702,726,1253,1217,1087
0,0,0,2,1,0
16,8,11,4,6,5
2,1,4,1,1,2
0,0,0,2,0,0
195,288,192,120,114,105
26,36,12,12,44,20
12054,9435,9187,5801,6371,5650
41,17,14,70,57,19
9,7,0,17,8,18
41,18,10,13,7,57
1461,1065,1001,1902,2504,2202
2882,2376,2571,3057,3684,2985
39527,30853,31179,155824,176836,153090
8912,7185,6694,9010,10129,8697
0,0,0,0,0,1
2,0,1,1,0,0
0,0,1,0,0,0
1,1,1,1,1,1
3,0,0,2,0,1
3184,3019,2503,2684,2653,2525
1,1,1,0,1,1
15,2,16,22,8,2
0,0,0,2,0,0
0,0,1,0,0,0
0,0,0,2,2,0
0,0,0,0,2,0
0,0,0,0,2,3
0,0,0,0,2,0
0,0,0,0,3,0
0,0,0,0,0,3
6,8,0,14,16,5
0,0,0,2,0,0
8,0,9,9,0,7
130,155,89,154,112,105
11,11,8,10,18,5
8,7,27,22,1,8
36,11,9,58,29,42
4,0,0,0,0,0
11,0,0,0,0,0
0,0,0,0,6,0
0,0,10,12,0,4
40,30,40,49,54,40
7,8,5,8,5,3
0,0,3,0,0,3
3,1,2,4,2,3
10,12,7,6,5,5
2,2,3,5,4,3
5,0,0,2,2,1
7,4,1,2,1,1
1,2,2,3,2,0
219,142,146,212,202,188
0,0,0,3,0,0
0,0,0,0,0,2
0,0,0,2,0,0
0,0,0,1,0,1
14,5,12,8,3,2
0,2,0,0,0,0
0,1,0,0,0,0
0,0,1,0,0,0
1,0,0,0,0,0
0,0,0,0,8,0
2,0,0,0,0,0
0,0,0,2,0,0
0,0,2,0,0,0
1,0,1,1,0,1
0,0,0,0,1,2
0,4,0,0,0,0
278,234,227,154,175,117
12,18,8,37,44,16
14,0,8,43,26,23
4,0,0,6,5,7
139,101,67,132,145,106
7,6,8,10,6,0
6,6,4,8,9,13
0,2,0,0,0,0
0,0,0,1,0,0
2,2,2,0,3,2
0,4,2,11,7,2
4,4,1,1,8,7
5,3,7,0,2,0
0,0,0,0,0,2
0,0,4,0,0,0
0,0,0,0,0,2
173,169,180,191,156,173
4,0,4,6,5,7
1,1,1,1,1,1
0,0,2,0,0,0
8,1,4,5,4,5
0,0,3,0,0,2
12,22,21,22,31,34
1,3,0,1,1,0
4,0,0,2,1,4
1,0,0,0,0,0
0,0,0,1,0,0
1,1,1,1,1,1
5,5,3,12,5,2
2,2,4,2,3,0
1,1,1,1,1,1
0,0,2,0,0,0
0,2,0,0,0,0
0,2,1,0,2,5
0,0,3,0,0,0
2,3,0,2,6,1
0,0,0,0,1,0
0,0,0,0,0,1
1,1,1,0,0,1
5,7,4,4,10,6
0,2,0,0,0,1
0,0,2,0,0,0
0,0,1,1,0,0
2,0,0,0,2,0
2,0,3,8,1,3
0,2,0,4,1,0
14,11,10,12,9,19
0,0,0,0,2,0
9,6,4,11,12,7
0,0,0,0,0,2
25,13,11,26,18,20
0,0,0,0,0,1
7,3,2,11,17,12
0,0,2,2,0,0
1,1,1,1,1,1
0,1,0,0,0,0
3,2,3,2,2,3
0,0,2,0,3,0
0,3,0,0,0,1
3,2,2,4,0,2
2,0,0,0,0,0
0,0,0,4,0,0
2,0,0,0,1,0
0,0,0,0,0,2
2,0,0,0,0,0
1,1,1,1,1,1
0,0,0,0,0,2
24,17,16,6,14,12
0,0,0,1,0,0
0,0,0,0,2,0
11,19,18,9,7,12
4,0,0,0,0,0
57,31,87,193,61,206
483,300,300,339,244,303
2,1,0,2,0,2
14,1,21,26,18,21
5465,4114,3938,7216,6990,6322
4,0,7,0,0,0
189,102,98,22,12,8
2031,1567,1599,239,160,221
42,38,43,9,3,7
16,0,4,20,16,35
1670,1384,1221,1003,1175,1072
10,5,18,9,10,12
34,30,35,51,59,36
2328,1640,1559,2098,2244,1995
15,8,7,22,20,35
0,5,7,0,0,2
31,31,50,58,39,39
4,0,0,0,0,0
122094,85107,87078,66611,66757,59354
136,73,129,111,138,161
19,25,36,35,74,30
48,45,20,52,20,38
51,53,46,47,22,32
981,692,591,1063,1151,1050
8,0,2,8,18,13
131,112,71,85,70,46
2,0,0,0,0,0
4,0,5,4,5,15
0,0,2,0,0,0
1713,1169,1179,1450,1375,1672
4,10,9,36,25,66
521,378,437,591,597,596
89,70,62,39,87,92
15655,13518,12117,12295,11456,11055
136,110,94,163,121,146
4,0,2,0,0,0
14,12,36,10,0,9
14,14,12,31,10,20
4,6,0,2,0,0
3,0,0,2,0,0
0,0,2,0,0,0
251,254,218,253,446,367
2,0,0,0,2,0
2,0,0,2,0,0
0,0,0,0,8,0
13,24,36,30,33,14
0,3,0,12,0,0
55,39,42,80,69,47
5,7,0,0,0,0
2852,2719,2321,2463,2824,2560
4051,2983,2901,3564,4467,3745
0,0,0,2,0,2
100,46,93,113,77,90
160,102,119,233,277,276
0,5,0,2,0,0
5757,4746,4957,6728,7405,6657
289,257,286,283,343,416
2,0,0,0,3,0
2,2,0,0,0,0
323,207,233,285,351,219
240,294,236,254,283,245
18,5,4,10,5,2
9,10,15,20,9,34
422,239,230,361,472,381
0,0,0,0,17,0
2,0,0,0,0,2
0,12,0,3,0,10
1,1,1,1,1,1
0,0,0,0,4,0
0,0,6,0,0,0
334,148,256,413,405,503
2,0,0,0,0,0
0,0,0,3,5,10
0,0,2,0,0,0
4,0,0,4,0,0
38,50,51,34,71,90
12,8,15,27,2,8
1,5,4,11,0,5
0,0,1,3,0,1
13,16,6,8,7,10
0,0,0,2,2,0
1051,753,716,783,839,772
0,3,0,0,0,0
0,0,0,0,8,0
162,100,138,246,293,240
90,54,44,60,67,40
479,265,288,596,598,719
1746,1634,1307,1749,2229,1612
2,0,0,0,7,0
76,40,58,129,120,123
1207,1322,1247,1569,1736,1470
6,2,0,0,2,0
0,0,0,0,2,0
218,274,179,356,449,275
24,23,13,57,56,45
8,0,11,22,20,4
8,0,0,0,0,0
8,0,6,0,0,6
93,56,41,77,79,64
149,118,121,106,147,134
0,0,8,0,0,0
0,0,0,0,0,2
156,104,138,84,91,65
110,133,90,161,141,141
87,74,53,68,34,62
6,6,3,2,0,0
9,40,14,32,52,51
9,9,3,6,4,3
190,148,236,227,222,205
11700,10420,9000,8836,8992,8843
362,19,105,86,25,28
18,4,14,8,10,0
0,0,0,0,7,0
0,2,0,0,6,9
3,6,4,8,2,7
0,0,1,1,0,1
0,2,0,8,0,0
2,3,0,4,0,0
2,0,0,9,12,14
3,3,7,16,18,9
7437,5533,5554,8263,9146,8124
1,1,0,2,0,0
0,0,0,0,0,9
0,0,7,0,0,2
0,0,0,24,37,123
246,175,228,322,277,340
0,0,0,0,0,2
4,6,3,3,10,4
0,0,0,3,3,3
5,0,0,0,0,3
7,0,0,0,0,0
0,0,4,13,2,12
235,169,174,255,345,320
0,2,0,0,1,0
2103,1560,1364,1426,1463,1357
0,5,0,3,1,1
2006,1963,1820,1848,2166,1781
3473,2765,2921,3911,4711,3932
0,5,3,0,5,0
27,26,35,23,26,36
2217,2187,2033,1391,1843,1535
7,14,7,31,21,9
0,0,0,0,3,0
2671,1894,1910,2560,2566,2254
8,0,0,2,0,0
14,60,30,18,17,3
4810,4598,3921,3532,3398,3884
0,3,0,4,11,4
21,35,10,23,33,3
7,10,4,0,0,10
3217,2380,2388,3379,3381,3412
0,0,0,0,2,0
2265,1596,1798,1261,2455,2309
577,563,527,419,483,495
8,2,1,10,8,11
0,0,0,0,4,0
0,0,4,16,0,8
1,1,1,1,2,1
17,26,23,24,25,33
0,0,0,6,0,0
0,1,3,0,0,0
9,7,0,0,0,4
0,8,0,18,0,0
0,3,0,0,0,0
176,184,144,31,15,20
181,144,171,315,290,298
256,244,179,397,411,306
255,186,174,146,276,230
2,0,0,0,0,4
2,0,2,0,0,2
43,14,34,29,25,22
0,4,0,3,1,10
230,119,122,275,203,223
2199,1741,1687,1842,2094,1934
7,10,9,5,8,13
8143,6966,6123,4927,4994,4739
2,2,0,0,0,0
2,0,0,0,2,0
0,0,0,2,0,0
24,21,16,16,15,15
260,293,173,443,404,452
1709,1434,1380,1848,1801,1625
15236,12457,10956,12689,13162,11586
0,0,0,0,2,0
4,0,12,4,31,9
0,0,0,0,0,2
4,5,20,7,0,15
0,4,0,1,0,0
57,25,28,38,89,93
2,2,2,2,2,0
0,0,0,0,0,3
4,2,0,0,0,2
0,0,0,12,17,7
7,30,8,16,12,38
44,11,7,10,13,7
2023,1420,1618,2393,2820,2340
6242,4916,4104,5249,5656,5062
2,0,0,0,0,1
3443,3235,2572,3227,3343,2959
0,4,0,0,0,0
0,0,0,2,6,0
29,6,7,11,16,8
6,0,0,0,1,0
0,4,0,0,0,0
7319,6195,5908,7256,7493,6817
9518,7835,6825,9260,10880,10116
0,0,0,0,0,2
0,0,0,0,0,2
0,2,0,0,0,0
1029,587,840,777,940,797
14,18,22,8,31,26
0,0,0,0,3,0
31826,24639,24067,31921,32487,27955
2064,1516,1608,1425,1368,1181
3,0,0,0,3,5
0,0,0,3,0,0
16265,13215,12854,13996,14936,13278
0,8,0,3,18,14
1319,1466,1102,569,467,549
6,0,2,2,2,2
0,0,6,8,0,0
3,2,0,3,6,10
6,14,4,11,10,9
0,0,0,0,2,0
5,0,6,22,14,26
37721,31278,26945,33309,35857,32954
4825,3966,3771,3723,3955,3528
